image_id,image_path,row_alignment_score,column_alignment_score,layout_structure_score,notes
img_172,data/diagrams/DiagramaClases_HerenciaMultiple.png,0.7700,0.6900,0.6900,Boxes form mostly clear horizontal rows with minor vertical offsets and a generally structured but slightly inconsistent column alignment.
img_173,data/diagrams/DiagramaClases_SinHerenciaMultiple.png,0.7900,0.6800,0.6800,The boxes form generally clear rows with small vertical jitter but columns are less consistent with noticeable horizontal offsets.
img_174,data/diagrams/DiagramaClasse.png,0.7500,0.6500,0.6500,"Boxes generally form several horizontal rows with moderate vertical jitter, while column alignment is less consistent and more staggered."
img_175,data/diagrams/DiagramaClasseEtapa3.png,0.8600,0.7500,0.7500,Boxes mostly form clear horizontal rows with minor vertical jitter and reasonably well-aligned columns though some slight offsets reduce perfect grid structure.
img_176,data/diagrams/DiagramaDeClases.png,0.8500,0.7500,0.7500,"Boxes form several distinct horizontal rows well, while vertical columns are clear but with some horizontal offsets and stagger."
img_177,data/diagrams/DiagramaDeClasses.jpg,0.9500,0.6500,0.6500,"The boxes align almost perfectly into two clear horizontal rows but exhibit less consistent vertical alignment, resulting in a moderate column structure."
img_178,data/diagrams/DiagramaTaller 0.2.jpeg,0.7300,0.6100,0.6100,"Boxes display generally clear horizontal rows but several columns show noticeable stagger and irregular spacing, resulting in a moderate grid structure."
img_179,data/diagrams/DiagramaTaller 0.3.jpeg,0.7500,0.6000,0.6000,"Boxes form several distinct horizontal rows but exhibit more variation in vertical column alignment, resulting in a moderately structured layout."
img_180,data/diagrams/DiagramaTema5Corecta.png,0.9300,0.8700,0.8700,"Boxes align very well into distinct horizontal rows and vertical columns with minor jitter, creating a mostly grid-like structure."
img_181,data/diagrams/DiagramaUML.png,0.8500,0.7500,0.7500,"Boxes align well into several clean rows and columns, though there is some horizontal and vertical jitter causing slight offsets."
img_182,data/diagrams/Diagrama_Clases.png,0.7500,0.6500,0.6500,The boxes generally form several horizontal rows with minor jitter but the columns are less clearly aligned with noticeable offsets and irregular spacing.
img_183,data/diagrams/Diagrama_Clases_2..png,0.8500,0.7200,0.7200,Boxes form clear horizontal rows with minor vertical jitter and generally align into columns despite some offsets.
img_184,data/diagrams/Diagrama_NaturalSelector.png,0.9500,0.9000,0.9000,The boxes are very well aligned into distinct horizontal rows and vertical columns with minimal jitter or offsets.
img_185,data/diagrams/Diagrama_clases_Biblioteca_ITST.jpg,0.8500,0.7200,0.7200,Boxes form several distinct horizontal rows with minor vertical jitter and somewhat consistent vertical columns despite some horizontal offsets.
img_186,data/diagrams/Diagrama_de_Classes_oficial.png,0.8500,0.7000,0.7000,Boxes show good row alignment with minor vertical jitter and moderately clear column alignment with some horizontal offsets.
img_187,data/diagrams/Diagrama_para_implementar_dataStore.png,0.8300,0.7500,0.7500,Boxes show generally clear horizontal rows and vertical columns with some slight offsets and minor jitter.
img_188,data/diagrams/Diagrama_para_implementar_driver.png,0.8500,0.6800,0.6800,The diagram shows distinct horizontal rows with mild jitter but columns are less consistent and somewhat staggered.
img_189,data/diagrams/Diagramadeclase_1..png,0.8300,0.7500,0.7500,Boxes form clearly defined horizontal rows with minor vertical jitter and generally align into vertical columns despite some horizontal offsets.
img_190,data/diagrams/Diagramadeclases (2).png,0.8300,0.7500,0.7500,Boxes generally form distinct horizontal rows and vertical columns with some minor offsets and occasional staggered placements.
img_191,data/diagrams/Diagramadeclasesdeanalisis.png,0.8500,0.7500,0.7500,Boxes form mostly clear horizontal rows and vertical columns with some minor offsets and vertical jitter.
img_192,data/diagrams/DiagrammaClassiComponenti.png,0.8500,0.6500,0.6500,"Boxes cluster well into distinct horizontal rows but have less consistent vertical alignment, resulting in a moderate grid structure."
img_193,data/diagrams/Diagramme de classe_1..png,0.5000,0.4000,0.4000,"Boxes show some grouping but their centers are unevenly spaced vertically and horizontally, resulting in a weak overall grid structure."
img_194,data/diagrams/Diagramme de classes.png,0.8500,0.7200,0.7200,The boxes form clear horizontal rows with minor vertical jitter and generally align in columns despite some staggered positions.
img_195,data/diagrams/DiagrammeClasseFin.png,0.8500,0.7200,0.7200,"Boxes mostly form several clear horizontal rows and some vertical columns, though several boxes show slight offsets and staggered positioning."
img_196,data/diagrams/DiagrammeDeClase.jpg,0.7600,0.6200,0.6200,Boxes form several reasonably clear rows but column alignment is more irregular with some visible offsets and staggered placement.
img_197,data/diagrams/DiagrammeDeClasse.png,0.8500,0.7500,0.7500,Boxes form generally clear horizontal rows and vertical columns with some minor offsets and uneven spacing.
img_198,data/diagrams/DiagrammeEssaiClasseInterne.jpg,0.8800,0.7200,0.7200,"The boxes form strong horizontal rows with only slight vertical jitter, while column alignment is clear but less consistent."
img_199,data/diagrams/DiagrammeGlobal.png,0.8500,0.7500,0.7500,The diagram shows generally clear horizontal rows with minor vertical jitter and reasonably consistent vertical columns though with some offsets and uneven spacing.
img_200,data/diagrams/Diagramme_bot.jpeg,0.8500,0.7500,0.7500,Boxes form several distinct horizontal rows with small vertical jitter and organize into multiple vertical columns with some horizontal offsets creating a generally structured grid.
img_201,data/diagrams/DiagrammedeclasseDTD.png,0.8500,0.7500,0.7500,Boxes mostly align into several clear horizontal rows with some minor vertical jitter and are grouped in a few vertical columns with moderate horizontal offsets.
img_202,data/diagrams/Diagrammedeclasses2.png,0.8100,0.6500,0.6500,"Boxes are well grouped into several clear horizontal rows with moderate vertical jitter, but column alignment is less consistent with some stagger and spread."
img_203,data/diagrams/Diagrammedeclasses_2..png,0.8800,0.7300,0.7300,Boxes generally form well-defined horizontal rows with some vertical jitter and moderate column alignment with noticeable small offsets.
img_204,data/diagrams/DifferenceLibraryClassDiagram.jpg,0.8700,0.6800,0.6800,Boxes clearly form several clean horizontal rows with minor vertical jitter but show less consistent vertical column alignment with noticeable horizontal offsets.
img_205,data/diagrams/DomainClassDiagram.png,0.8800,0.7500,0.7500,Boxes show a clear row alignment with minor vertical jitter and generally good column alignment with some horizontal offsets.
img_206,data/diagrams/EarlyUml.png,0.8200,0.6800,0.6800,"The boxes mostly form several horizontal rows with small jitter, but vertical column alignment is looser with some staggered placements."
img_207,data/diagrams/Element diagram.png,0.7500,0.5500,0.5500,The boxes show generally clear row alignment but have weaker column alignment due to staggered horizontal positions.
img_208,data/diagrams/ElementID diagram.png,0.8200,0.6500,0.6500,The boxes mostly align in a few clean horizontal rows but have weaker column alignment with some noticeable offsets.
img_209,data/diagrams/ElementView diagram.png,0.7500,0.5500,0.5500,"Boxes form mostly clear rows but have only weak column alignment, leading to a somewhat loose overall grid structure."
img_210,data/diagrams/EquationClassDiagram.png,0.8200,0.6800,0.6800,Boxes exhibit clear horizontal row groupings but column alignment shows moderate jitter and staggered placements.
img_211,data/diagrams/FactoryMethodUML.png,0.7500,0.5000,0.5000,Boxes form distinct rows but columns are loosely aligned with notable horizontal offsets.
img_212,data/diagrams/Fb_class_diagram_with_dependesis.jpg,0.8200,0.7400,0.7400,Boxes generally form distinct rows and columns with some minor imperfections and offsets visible.
img_213,data/diagrams/Field behaviour class diagram.png,0.7500,0.6200,0.6200,Boxes form several clear horizontal rows but vertical column alignment is weaker with some staggered positions.
img_214,data/diagrams/Field diagram.png,0.8500,0.6500,0.6500,Boxes show clear horizontal row grouping with modest vertical jitter but column alignment is less consistent with more horizontal spread.
img_215,data/diagrams/FrameworkConnectorClassDiagram.png,0.8400,0.7000,0.7000,The boxes form mostly distinct horizontal rows with some small vertical jitter and clear but somewhat loose column alignment.
img_216,data/diagrams/FrontendClassDiagram.png,0.8500,0.7200,0.7200,Boxes form several well-defined horizontal rows with some minor vertical jitter and mostly align into a few vertical columns despite some staggered placements.
img_217,data/diagrams/GUIUML.png,0.8200,0.6800,0.6800,Boxes form mostly clear horizontal rows with some vertical jitter and several vertical columns that are less consistently aligned.
img_218,data/diagrams/GUI_Klassendiagramm.png,0.8500,0.6500,0.6500,Boxes generally form several clear horizontal rows but show weaker vertical column alignment with some staggered placements.
img_219,data/diagrams/GithubUMLDiagram.jpg,0.8500,0.7200,0.7200,Boxes align well into several horizontal rows with small vertical jitter and reasonably distinct columns despite some horizontal offset and minor stagger.
img_220,data/diagrams/IMG_Getter_class_Diagram.png,0.8500,0.6800,0.6800,The boxes form several distinct horizontal rows with minor vertical jitter but exhibit a somewhat looser vertical column alignment with some noticeable offsets.
img_221,data/diagrams/IndependentCopyUML.png,0.9100,0.7600,0.7600,"Boxes align very well into a few distinct horizontal rows with some minor vertical jitter, while column alignment is generally good though with some staggered positions."
img_222,data/diagrams/Iron Man Diagrama.jpeg,0.8500,0.7500,0.7500,Boxes form distinct rows with minor vertical jitter and generally align into columns though with some horizontal offsets.
img_223,data/diagrams/ItemsDiagram.png,0.8500,0.7200,0.7200,Most boxes form several clean horizontal rows with minimal vertical jitter and have generally aligned columns with some noticeable offsets.
img_224,data/diagrams/JavaScript-Diagramm-Klassendiagramm.png,0.8500,0.6800,0.6800,"The boxes form mostly clean horizontal rows, but the vertical alignment into columns is less consistent with some staggered positions."
img_225,data/diagrams/JobClassDiagram.png,0.3500,0.3000,0.3000,"The two detected boxes are positioned far apart without forming any clear rows or columns, resulting in poor overall layout structure."
img_226,data/diagrams/KlassenDiagram.png,0.8200,0.7000,0.7000,The diagram shows generally clear horizontal rows with some minor vertical jitter and somewhat less precise vertical columns with a few offsets.
img_227,data/diagrams/Klassendiagramm.jpg,0.8500,0.7400,0.7400,The boxes form several distinct horizontal rows with small vertical jitter and a generally clear column alignment despite some horizontal offsets.
img_228,data/diagrams/Klassendiagramm.png,0.8500,0.7500,0.7500,"The boxes form mostly distinct rows with slight vertical jitter and several columns with some horizontal offset, resulting in a generally structured grid layout."
img_229,data/diagrams/KlassendiagrammKomplett.png,0.8500,0.7200,0.7200,Boxes form several clear horizontal rows with minor vertical jitter and reasonably consistent vertical columns despite some offsets.
img_230,data/diagrams/Klassendiagramm_1. (2).png,0.8200,0.7400,0.7400,Boxes mostly align into several distinct horizontal rows and vertical columns with some minor offsets and irregular spacing.
img_231,data/diagrams/Klassendiagramm_1..jpg,0.8500,0.6800,0.6800,"Boxes generally align into distinct horizontal rows with only minor vertical jitter, but column alignment is looser with some staggered positions."
img_232,data/diagrams/Klassendiagramm_1..png,0.8500,0.7500,0.7500,Boxes generally align well into several horizontal rows and vertical columns with some minor offsets and jitter.
img_233,data/diagrams/Klassendiagramm_2..jpg,0.8500,0.7200,0.7200,"Boxes form several distinct rows and columns with minor jitter and mostly consistent alignment, though some columns exhibit slight stagger."
img_234,data/diagrams/Klassendiagramm_3..jpg,0.8200,0.7500,0.7500,Boxes largely align into distinct horizontal rows with minor vertical jitter and form several vertical columns with some offsets and slight stagger.
img_235,data/diagrams/Klassendiagramm_6..png,0.8300,0.6500,0.6500,"Boxes form generally clear rows with minor jitter but column alignment is looser with staggered positions, resulting in a mostly row-aligned but only modestly column-aligned layout."
img_236,data/diagrams/Klassendiagramm_7..png,0.8500,0.7500,0.7500,Boxes generally form distinct horizontal rows and vertical columns with some visible offsets and slight unevenness.
img_237,data/diagrams/LIBORModelCalibrationClassDiagram.svg.png,0.8500,0.7500,0.7500,"The boxes align well into distinct horizontal rows with some minor vertical jitter, and columns are generally aligned though with a few noticeable offsets."
img_238,data/diagrams/LIBORModelCalibrationDiagram.png,0.8800,0.7600,0.7600,Boxes mostly form distinct rows and columns with some minor staggering and positional jitter across the grid.
img_239,data/diagrams/LLVMTV-UML-LARGE.jpg,0.8600,0.7200,0.7200,Boxes show clear alignment into several horizontal rows with some minor vertical jitter and generally aligned vertical columns though with several offsets.
img_240,data/diagrams/LO21_Diagramme_de_Classe_Donnee.png,0.7500,0.6800,0.6800,Boxes generally follow a banded row structure with some vertical jitter and loosely grouped columns with noticeable offsets.
img_241,data/diagrams/ListenerClassDiagram.png,0.8500,0.7300,0.7300,Boxes form several distinct horizontal rows with some minor vertical jitter and columns are generally aligned but with a few offsets causing moderate irregularity.
img_242,data/diagrams/MDFS.ClientAPI.UML.png,0.8500,0.7500,0.7500,Boxes form several distinct horizontal rows with some small vertical jitter and have generally good but not perfect column alignment due to slight horizontal offsets.
img_243,data/diagrams/MDFS.DataNode.UML.png,0.8500,0.7500,0.7500,Boxes generally form clear horizontal rows and vertical columns with some minor offsets and slight uneven spacing.
img_244,data/diagrams/MDFS.NameNode.UML.png,0.8200,0.7600,0.7600,Boxes largely form distinct horizontal rows and vertical columns though some have moderate offsets creating slight irregularities.
img_245,data/diagrams/METSClassDiagram.png,0.8500,0.6500,0.6500,"Boxes generally form a few clean horizontal rows with minor vertical jitter, but column alignment is less consistent with several boxes staggered between columns."
img_246,data/diagrams/MVC_UML_project2.jpg,0.8300,0.6800,0.6800,"Boxes form several distinct rows with some vertical jitter, but column alignment is less consistent with noticeable offsets and staggered positions."
img_247,data/diagrams/MVC_UML_project2_3rd_edition.jpg,0.7500,0.6300,0.6300,Boxes mostly form several horizontal rows with moderate jitter and somewhat looser vertical column alignment resulting in a generally structured but slightly uneven layout.
img_248,data/diagrams/MasterClassDiagram.png,0.7700,0.6600,0.6600,Boxes mostly align into horizontal rows with some vertical jitter and weaker column alignment due to staggered positions.
img_249,data/diagrams/MenuDesign.png,0.7500,0.6200,0.6200,Boxes form generally clear rows with some vertical jitter while columns are less consistently aligned with noticeable horizontal offsets.
img_250,data/diagrams/MiddlewareClassDiagramDynamicValue.png,0.8700,0.6500,0.6500,Boxes generally form several clean horizontal rows but have less consistent vertical column alignment with some staggered placements.
img_251,data/diagrams/Milestone 3 - Actual UML Diagram.jpg,0.8200,0.6800,0.6800,Boxes form generally clear rows with some vertical jitter and weaker column alignment due to staggered positions.
img_252,data/diagrams/ModelClassDiagram.png,0.7500,0.6800,0.6800,The boxes form generally clear horizontal rows but show more variability in vertical columns leading to a somewhat regular but imperfect grid layout.
img_253,data/diagrams/ModelDiagrammeClasse.png,0.7200,0.6200,0.6200,Boxes form several distinct horizontal rows with minor vertical jitter but columns are less consistent and more staggered.
img_254,data/diagrams/ModuleClassDiagram.png,0.8500,0.6800,0.6800,"Boxes mostly form clear horizontal rows with minor vertical jitter, but column alignment is less consistent with several staggered boxes."
img_255,data/diagrams/MonteCalorBlackScholesModelTemplateMethodDesign.png,0.8500,0.7600,0.7600,"Most boxes align well into several clean horizontal rows with a good number of vertical columns, though some columns show noticeable offsets."
img_256,data/diagrams/Muistipeli_UML2.jpg,0.7500,0.6500,0.6500,"Boxes generally form a few horizontal rows with some vertical jitter, while column alignment is weaker due to staggered positions and irregular spacing."
img_257,data/diagrams/Muppadoodle_ClassDiagram1.jpg,0.8500,0.6800,0.6800,Boxes form clear horizontal rows with minor vertical jitter but column alignment is less consistent due to visible horizontal offsets and staggered positioning.
img_258,data/diagrams/NLPEngineClassDiagram.png,0.7800,0.6500,0.6500,"The boxes show good horizontal row alignment but the vertical column alignment is less consistent with noticeable offsets, resulting in a generally structured but not fully grid-like layout."
img_259,data/diagrams/NSLS2Widget Object Diagram 5-23-14.jpg,0.8700,0.7500,0.7500,Boxes form mostly clear horizontal rows and several vertical columns with some minor offsets and uneven spacing.
img_260,data/diagrams/NSP-Class-diagram.png,0.8500,0.6800,0.6800,Boxes form several clean horizontal rows but column alignment is less precise with noticeable offsets.
img_261,data/diagrams/OHtyoUML2.png,0.8800,0.6900,0.6900,Boxes form clear horizontal rows with minor vertical jitter but show only moderate vertical column alignment due to staggered positions.
img_262,data/diagrams/OldDiagram.png,0.8500,0.6800,0.6800,Boxes align well into distinct rows with small vertical jitter but the column alignment is looser with several staggered boxes.
img_263,data/diagrams/Ong-FullCompanyClassDiagram.jpg,0.8500,0.7000,0.7000,"The boxes form several fairly clean horizontal rows with some vertical jitter and generally align into a few columns, though some columns are less consistent."
img_264,data/diagrams/OnlineShopKlassendiagramm.jpg,0.8500,0.7000,0.7000,"Boxes form several clear horizontal rows with small vertical jitter, while column alignment is present but with noticeable horizontal offsets."
img_265,data/diagrams/P3_UML_img.jpg,0.8200,0.6800,0.6800,Boxes clearly group into several horizontal rows but column alignment is less consistent with some staggering and offset positions.
img_266,data/diagrams/PCUML.png,0.8500,0.6800,0.6800,Boxes form several well-defined horizontal rows but column alignment is less consistent with some noticeable horizontal offsets.
img_267,data/diagrams/PET_Class_Diagram_1..jpeg,0.8500,0.7500,0.7500,"The boxes generally align into several clear horizontal rows and vertical columns, though some boxes show minor vertical and horizontal offsets reducing perfect grid uniformity."
img_268,data/diagrams/ProjectManager_diagram.jpg,0.8600,0.6900,0.6900,"Boxes are well aligned into distinct horizontal rows with minor variations, while column alignment is less consistent showing some staggered positions."
img_269,data/diagrams/ProjectPart2UML.png,0.8200,0.6800,0.6800,"Boxes form several clear horizontal rows but column alignment is less consistent with some staggered positions, resulting in an overall moderately structured layout."
img_270,data/diagrams/ProjectPart3UML.png,0.7600,0.6500,0.6500,"The boxes form several distinct horizontal rows with moderate vertical jitter, but the vertical column alignment is weaker and more irregular."
img_271,data/diagrams/ProjectPart4UML.png,0.7500,0.6200,0.6200,Boxes form several distinct rows with minor vertical jitter but column alignment is looser with noticeable offsets affecting overall grid structure.
img_272,data/diagrams/ProjectUML.png,0.8100,0.7200,0.7200,Boxes generally align into distinct horizontal rows and vertical columns with some minor offsets and a few staggered positions.
img_273,data/diagrams/QuickActionUML.png,0.8500,0.7200,0.7200,Boxes form several clear horizontal rows with minor vertical jitter and follow distinct vertical columns despite some small horizontal offsets.
img_274,data/diagrams/REPY2_class_diagram_main.png,0.9500,0.7500,0.7500,"The boxes form three very clean horizontal rows with minor vertical jitter, while column alignment is generally good but shows some offsets leading to a moderate overall grid structure."
img_275,data/diagrams/ReginaRoutes Class Diagram.png,0.8800,0.7500,0.7500,Boxes form several clear horizontal rows with minor vertical jitter and mostly consistent vertical columns despite some staggered placements.
img_276,data/diagrams/RenFest_class_diagram.png,0.8700,0.7500,0.7500,Boxes form several distinct horizontal rows with minor vertical jitter and moderately clear vertical columns with some offsets.
img_277,data/diagrams/RenderingClassDiagram.jpg,0.8500,0.6800,0.6800,"Boxes generally form distinct horizontal rows with some vertical jitter, while column alignment is weaker due to staggered positions."
img_278,data/diagrams/Replicator_Diagram.png,0.8500,0.7500,0.7500,The boxes form several clear horizontal rows and mostly consistent vertical columns with some minor offsets.
img_279,data/diagrams/RequestUML.jpg,0.7600,0.6500,0.6500,"Boxes generally form clear rows but have more variation and staggered placement in columns, leading to a moderately structured layout."
img_280,data/diagrams/RobotProgramUML.png,0.8200,0.6800,0.6800,"Boxes show generally good horizontal row alignment but only moderate vertical column alignment, resulting in a somewhat mixed grid layout."
img_281,data/diagrams/SCChildcare_UML.png,0.8500,0.7200,0.7200,Most boxes form well-defined horizontal rows with slight vertical jitter and generally aligned vertical columns with some offsets.
img_282,data/diagrams/SE class diagram.jpg,0.8500,0.7200,0.7200,Boxes generally align well into several horizontal rows and vertical columns with some minor offsets and modest jitter.
img_283,data/diagrams/SN_ClassDiagram_1..png,0.8500,0.6500,0.6500,Boxes are well aligned in rows with small vertical jitter but show weaker column alignment with noticeable horizontal offsets.
img_284,data/diagrams/Schmaps_UML.jpg,0.7600,0.6900,0.6900,Boxes mostly form clear horizontal rows with moderate vertical jitter and have somewhat aligned columns but with noticeable offsets and staggered positions.
img_285,data/diagrams/Screen diagram.png,0.8500,0.6200,0.6200,Boxes align well into several horizontal rows but column alignment is weaker with more horizontal spread and staggered positions.
img_286,data/diagrams/SimulationClassDiagram_1..png,0.8200,0.6800,0.6800,Boxes exhibit clear horizontal row alignment but have more variation in vertical column alignment with some staggered boxes.
img_287,data/diagrams/StatePattern_Classdiagramm.png,0.8600,0.7400,0.7400,Boxes mostly follow a clear grid of several horizontal rows and vertical columns though some horizontal offsets reduce column alignment quality.
img_288,data/diagrams/StaticNeuronDiagram.png,0.8200,0.7500,0.7500,"Boxes form generally clear rows and columns with some minor jitter and a few slightly offset boxes, resulting in a structured but not perfectly tight grid."
img_289,data/diagrams/StaticSimDiagram.png,0.8500,0.6800,0.6800,"Boxes mostly line up well horizontally in distinct rows but the vertical column alignment has noticeable offsets, producing a moderately structured grid."
img_290,data/diagrams/StatsClassDiagram.png,0.8100,0.7300,0.7300,Boxes generally form several clean horizontal rows and vertical columns with some noticeable offsets and jitter.
img_291,data/diagrams/TerrainClassDiagram.png,0.8300,0.7500,0.7500,Boxes generally align into distinct horizontal rows and vertical columns with some minor offsets and jitter.
img_292,data/diagrams/Text_Overlap.png,0.7300,0.6200,0.6200,Boxes form several distinct horizontal rows with modest vertical jitter but columns are less tightly grouped with noticeable stagger and dispersion.
img_293,data/diagrams/TimbaGoClassDiagram.png,0.7500,0.6500,0.6500,The boxes form several horizontal rows with moderate jitter and somewhat staggered vertical columns resulting in a generally structured but imperfect grid layout.
img_294,data/diagrams/TitTacToe_ClassDiagram.jpg,0.8700,0.7500,0.7500,The diagram shows well-defined horizontal rows with minor vertical jitter and fairly clear column alignment despite some slight offsets.
img_295,data/diagrams/TriviaMazeClassDiagram.bmp,0.8800,0.7500,0.7500,Boxes form several clean horizontal rows with minor vertical variation and moderately aligned vertical columns with some noticeable offsets.
img_296,data/diagrams/U-Fill UML.jpg,0.8800,0.7300,0.7300,Boxes form several clear horizontal rows and mostly align into vertical columns but with some offsets and slight irregularities.
img_297,data/diagrams/ULunchUML.jpg,0.8200,0.6800,0.6800,Boxes generally align in distinct rows but column alignment is less consistent with noticeable offsets and irregular spacing.
img_298,data/diagrams/UML 2 - General.png,0.7500,0.6800,0.6800,The boxes form generally clear horizontal rows with moderate vertical jitter and show some column alignment but with notable offsets and staggered placements.
img_299,data/diagrams/UML Class Diagram.png,0.8800,0.7300,0.7300,"Boxes show mostly clear horizontal rows with minor vertical jitter, and moderate vertical column grouping with some uneven spacing."
img_300,data/diagrams/UML Class Diagram_1..png,0.8500,0.7200,0.7200,The boxes generally form clear rows with minor vertical jitter and fairly consistent columns though some columns show noticeable horizontal offsets.
img_301,data/diagrams/UML Class Diagram_2..png,0.8500,0.7500,0.7500,"Most boxes form several clear horizontal rows with relatively minor vertical jitter, and the columns are generally aligned though with some noticeable horizontal offsets."
img_302,data/diagrams/UML Diagram.jpg,0.8300,0.7500,0.7500,Boxes largely form clear horizontal rows with minor vertical jitter and moderately tight vertical columns with some staggered positions.
img_303,data/diagrams/UML Diagram.png,0.8500,0.7500,0.7500,Boxes are well grouped into distinct horizontal rows with some minor vertical jitter and mostly aligned into a few columns with moderate horizontal offsets.
img_304,data/diagrams/UML Test.png,0.8200,0.6300,0.6300,"Boxes form several clear horizontal rows with minor vertical jitter, but columns are more loosely aligned with noticeable stagger and offsets."
img_305,data/diagrams/UML Version 2.png,0.8000,0.6500,0.6500,Boxes form fairly clear horizontal rows but columns are more loosely aligned with some offsets and staggered placement.
img_306,data/diagrams/UML for everyone.png,0.8200,0.7000,0.7000,"Boxes generally form clear rows and columns, but several vertical and horizontal offsets reduce perfect grid alignment."
img_307,data/diagrams/UML-current.png,0.8200,0.6500,0.6500,"Boxes form several distinct horizontal rows with minor vertical jitter, but vertical alignment is less consistent with some staggered columns."
img_308,data/diagrams/UML-model.png,0.8500,0.7500,0.7500,"Boxes align well in several distinct horizontal rows and vertical columns with minor offsets, displaying a generally structured grid layout."
img_309,data/diagrams/UML.jpeg,0.8300,0.7200,0.7200,Boxes mostly align into several distinct horizontal rows and vertical columns with some moderate offset and uneven spacing.
img_310,data/diagrams/UMLClass_1..png,0.7500,0.6800,0.6800,Boxes generally form a banded structure with some rows and columns but with noticeable offsets and uneven spacing.
img_311,data/diagrams/UMLDiagram.jpeg,0.8500,0.6800,0.6800,"Boxes mostly form distinct horizontal rows with minor vertical jitter, but column alignment is less consistent with noticeable horizontal offsets."
img_312,data/diagrams/UMLDiagram_V2.1.png,0.7500,0.6800,0.6800,Boxes form a generally structured set of rows and columns but with several noticeable offsets and irregular column spacing.
img_313,data/diagrams/UMLProyecto.png,0.8500,0.7500,0.7500,The boxes form several clear rows and columns with some minor stagger and offsets reducing perfect grid alignment.
img_314,data/diagrams/UMLRelacionesEstructuras.png,0.7800,0.6500,0.6500,"Boxes mostly form clear horizontal rows but vertical alignment into columns is less consistent, resulting in a generally structured but somewhat irregular layout."
img_315,data/diagrams/UML_10..jpg,0.7500,0.6200,0.6200,Boxes show clear horizontal banding but column alignment is weaker with noticeable offsets and uneven spacing.
img_316,data/diagrams/UML_6..jpg,0.8700,0.7200,0.7200,Boxes form several clean horizontal rows with small vertical jitter and exhibit generally clear but slightly staggered vertical columns.
img_317,data/diagrams/UML_AST.png,0.8700,0.7500,0.7500,Boxes form several distinct horizontal rows with minor vertical jitter and mostly clear vertical columns despite some staggered horizontal positions.
img_318,data/diagrams/UML_Class.png,0.8500,0.7500,0.7500,"The boxes mostly align into distinct horizontal rows with some minor vertical jitter, and generally form columns though with a few noticeable horizontal offsets."
img_319,data/diagrams/UML_Diagrams.png,0.7500,0.6500,0.6500,The boxes mostly form a few distinct horizontal rows but column alignment is less consistent with noticeable offsets and staggered positions.
img_320,data/diagrams/UML_Event_After.png,0.8500,0.7200,0.7200,Boxes form several clear horizontal rows with minor vertical jitter and moderately aligned vertical columns with some offsets.
img_321,data/diagrams/UML_HW2.png,0.8200,0.6500,0.6500,"Boxes form several distinct horizontal rows with minor vertical jitter, but column alignment is less consistent with some staggered boxes and uneven spacing."
img_322,data/diagrams/UML_ProjectManager.png,0.8200,0.6800,0.6800,"Boxes generally form several clear horizontal rows with minor vertical jitter, while column alignment is moderate with some staggered positions between vertical groups."
img_323,data/diagrams/UML_REAL_FINAL.png,0.8100,0.6800,0.6800,The diagram exhibits clear row alignment with some vertical jitter and mostly structured columns with noticeable offsets reducing overall grid conformity.
img_324,data/diagrams/UML_TareaWebShop.png,0.8200,0.6800,0.6800,"While the boxes form several distinct horizontal rows with limited jitter, the vertical alignment is less consistent with noticeable offsets affecting the column structure."
img_325,data/diagrams/UML_V1.png,0.8500,0.6500,0.6500,Boxes form clear horizontal rows with minor jitter but column alignment is less consistent with some noticeable offsets.
img_326,data/diagrams/UML_VirtualWar_Light.png,0.8200,0.6500,0.6500,Boxes form mostly clear horizontal rows with minor jitter but show looser and less consistent vertical columns resulting in moderate overall layout structure.
img_327,data/diagrams/UML_img.png,0.8200,0.6800,0.6800,Boxes form several clear rows but the column alignment is less consistent with some noticeable horizontal offsets.
img_328,data/diagrams/UML_v0.1.png,0.7900,0.6800,0.6800,Boxes form generally clear horizontal rows but column alignment is less consistent with some staggering and offsets.
img_329,data/diagrams/UMLdesign.png,0.9300,0.8700,0.8700,The boxes are very well aligned into distinct horizontal rows and vertical columns with minimal positional offset.
img_330,data/diagrams/UMLdiagramForProjectPart3.jpg,0.8800,0.7200,0.7200,"Boxes form several distinct horizontal rows with minor vertical jitter, while column alignment is somewhat looser with some staggered placements."
img_331,data/diagrams/UMLplayIt.jpg,0.8200,0.7500,0.7500,The boxes form generally clear horizontal rows and vertical columns with some noticeable offsets and irregular spacing.
img_332,data/diagrams/Uml - ursprunglig.jpg,0.7200,0.6400,0.6400,Boxes generally align into a few horizontal rows but show moderate irregularity in vertical columns and staggered positioning.
img_333,data/diagrams/UmlDiagram-20120228.png,0.8300,0.6900,0.6900,Boxes form mostly clear horizontal rows with minor vertical jitter but columns are less consistently aligned with some staggered positions.
img_334,data/diagrams/UmlDiagram-20120405.jpg,0.8500,0.7500,0.7500,Boxes form several clean horizontal rows with minor vertical jitter and generally align into columns despite some horizontal offsets.
img_335,data/diagrams/UmlDiagram-Views.png,0.8300,0.6800,0.6800,"The boxes mostly align well in distinct horizontal rows with some vertical jitter, but column alignment is looser with more staggered placements."
img_336,data/diagrams/VMapClassDiagram.png,0.8200,0.6800,0.6800,The boxes generally form clear horizontal rows with minor vertical jitter but the vertical columns are less consistent with some boxes noticeably staggered.
